"","...1","VARIABLES","grade","subject","scores_diff"
"1630",544,"High",3,"spelling",0.0329
"1631",544,"High",3,"reading",0.0467
"1632",544,"High",3,"math",0.0153
"1633",545,"High",4,"spelling",-0.0142
"1634",545,"High",4,"reading",0.0235
"1635",545,"High",4,"math",-0.00397
"1636",546,"High",4,"spelling",-0.0142
"1637",546,"High",4,"reading",0.118
"1638",546,"High",4,"math",-0.00397
"1639",547,"High",4,"spelling",-0.0142
"1640",547,"High",4,"reading",0.11
"1641",547,"High",4,"math",-0.00397
"1642",548,"High",4,"spelling",-0.0142
"1643",548,"High",4,"reading",0.0467
"1644",548,"High",4,"math",-0.00397
"1645",549,"High",4,"spelling",-0.0142
"1646",549,"High",4,"reading",0.0235
"1647",549,"High",4,"math",-0.00166
"1648",550,"High",4,"spelling",-0.0142
"1649",550,"High",4,"reading",0.118
"1650",550,"High",4,"math",-0.00166
"1651",551,"High",4,"spelling",-0.0142
"1652",551,"High",4,"reading",0.11
"1653",551,"High",4,"math",-0.00166
"1654",552,"High",4,"spelling",-0.0142
"1655",552,"High",4,"reading",0.0467
"1656",552,"High",4,"math",-0.00166
"1657",553,"High",4,"spelling",-0.0142
"1658",553,"High",4,"reading",0.0235
"1659",553,"High",4,"math",0.0061
"1660",554,"High",4,"spelling",-0.0142
"1661",554,"High",4,"reading",0.118
"1662",554,"High",4,"math",0.0061
"1663",555,"High",4,"spelling",-0.0142
"1664",555,"High",4,"reading",0.11
"1665",555,"High",4,"math",0.0061
"1666",556,"High",4,"spelling",-0.0142
"1667",556,"High",4,"reading",0.0467
"1668",556,"High",4,"math",0.0061
"1669",557,"High",4,"spelling",-0.0142
"1670",557,"High",4,"reading",0.0235
"1671",557,"High",4,"math",0.0153
"1672",558,"High",4,"spelling",-0.0142
"1673",558,"High",4,"reading",0.118
"1674",558,"High",4,"math",0.0153
"1675",559,"High",4,"spelling",-0.0142
"1676",559,"High",4,"reading",0.11
"1677",559,"High",4,"math",0.0153
"1678",560,"High",4,"spelling",-0.0142
"1679",560,"High",4,"reading",0.0467
"1680",560,"High",4,"math",0.0153
"1681",561,"High",5,"spelling",0.127
"1682",561,"High",5,"reading",0.0235
"1683",561,"High",5,"math",-0.00397
"1684",562,"High",5,"spelling",0.127
"1685",562,"High",5,"reading",0.118
"1686",562,"High",5,"math",-0.00397
"1687",563,"High",5,"spelling",0.127
"1688",563,"High",5,"reading",0.11
"1689",563,"High",5,"math",-0.00397
"1690",564,"High",5,"spelling",0.127
"1691",564,"High",5,"reading",0.0467
"1692",564,"High",5,"math",-0.00397
"1693",565,"High",5,"spelling",0.127
"1694",565,"High",5,"reading",0.0235
"1695",565,"High",5,"math",-0.00166
"1696",566,"High",5,"spelling",0.127
"1697",566,"High",5,"reading",0.118
"1698",566,"High",5,"math",-0.00166
"1699",567,"High",5,"spelling",0.127
"1700",567,"High",5,"reading",0.11
"1701",567,"High",5,"math",-0.00166
"1702",568,"High",5,"spelling",0.127
"1703",568,"High",5,"reading",0.0467
"1704",568,"High",5,"math",-0.00166
"1705",569,"High",5,"spelling",0.127
"1706",569,"High",5,"reading",0.0235
"1707",569,"High",5,"math",0.0061
"1708",570,"High",5,"spelling",0.127
"1709",570,"High",5,"reading",0.118
"1710",570,"High",5,"math",0.0061
"1711",571,"High",5,"spelling",0.127
"1712",571,"High",5,"reading",0.11
"1713",571,"High",5,"math",0.0061
"1714",572,"High",5,"spelling",0.127
"1715",572,"High",5,"reading",0.0467
"1716",572,"High",5,"math",0.0061
"1717",573,"High",5,"spelling",0.127
"1718",573,"High",5,"reading",0.0235
"1719",573,"High",5,"math",0.0153
"1720",574,"High",5,"spelling",0.127
"1721",574,"High",5,"reading",0.118
"1722",574,"High",5,"math",0.0153
"1723",575,"High",5,"spelling",0.127
"1724",575,"High",5,"reading",0.11
"1725",575,"High",5,"math",0.0153
"1726",576,"High",5,"spelling",0.127
"1727",576,"High",5,"reading",0.0467
"1728",576,"High",5,"math",0.0153
"1729",577,"Missing",2,"spelling",0.0127
"1730",577,"Missing",2,"reading",-0.0303
"1731",577,"Missing",2,"math",-0.018
"1732",578,"Missing",2,"spelling",0.0127
"1733",578,"Missing",2,"reading",0.0483
"1734",578,"Missing",2,"math",-0.018
"1735",579,"Missing",2,"spelling",0.0127
"1736",579,"Missing",2,"reading",0.0301
"1737",579,"Missing",2,"math",-0.018
"1738",580,"Missing",2,"spelling",0.0127
"1739",580,"Missing",2,"reading",0.0459
"1740",580,"Missing",2,"math",-0.018
"1741",581,"Missing",2,"spelling",0.0127
"1742",581,"Missing",2,"reading",-0.0303
"1743",581,"Missing",2,"math",-0.0241
"1744",582,"Missing",2,"spelling",0.0127
"1745",582,"Missing",2,"reading",0.0483
"1746",582,"Missing",2,"math",-0.0241
"1747",583,"Missing",2,"spelling",0.0127
"1748",583,"Missing",2,"reading",0.0301
"1749",583,"Missing",2,"math",-0.0241
"1750",584,"Missing",2,"spelling",0.0127
"1751",584,"Missing",2,"reading",0.0459
"1752",584,"Missing",2,"math",-0.0241
"1753",585,"Missing",2,"spelling",0.0127
"1754",585,"Missing",2,"reading",-0.0303
"1755",585,"Missing",2,"math",0.0169
"1756",586,"Missing",2,"spelling",0.0127
"1757",586,"Missing",2,"reading",0.0483
"1758",586,"Missing",2,"math",0.0169
"1759",587,"Missing",2,"spelling",0.0127
"1760",587,"Missing",2,"reading",0.0301
"1761",587,"Missing",2,"math",0.0169
"1762",588,"Missing",2,"spelling",0.0127
"1763",588,"Missing",2,"reading",0.0459
"1764",588,"Missing",2,"math",0.0169
"1765",589,"Missing",2,"spelling",0.0127
"1766",589,"Missing",2,"reading",-0.0303
"1767",589,"Missing",2,"math",0.0181
"1768",590,"Missing",2,"spelling",0.0127
"1769",590,"Missing",2,"reading",0.0483
"1770",590,"Missing",2,"math",0.0181
"1771",591,"Missing",2,"spelling",0.0127
"1772",591,"Missing",2,"reading",0.0301
"1773",591,"Missing",2,"math",0.0181
"1774",592,"Missing",2,"spelling",0.0127
"1775",592,"Missing",2,"reading",0.0459
"1776",592,"Missing",2,"math",0.0181
"1777",593,"Missing",3,"spelling",0.045
"1778",593,"Missing",3,"reading",-0.0303
"1779",593,"Missing",3,"math",-0.018
"1780",594,"Missing",3,"spelling",0.045
"1781",594,"Missing",3,"reading",0.0483
"1782",594,"Missing",3,"math",-0.018
"1783",595,"Missing",3,"spelling",0.045
"1784",595,"Missing",3,"reading",0.0301
"1785",595,"Missing",3,"math",-0.018
"1786",596,"Missing",3,"spelling",0.045
"1787",596,"Missing",3,"reading",0.0459
"1788",596,"Missing",3,"math",-0.018
"1789",597,"Missing",3,"spelling",0.045
"1790",597,"Missing",3,"reading",-0.0303
"1791",597,"Missing",3,"math",-0.0241
"1792",598,"Missing",3,"spelling",0.045
"1793",598,"Missing",3,"reading",0.0483
"1794",598,"Missing",3,"math",-0.0241
"1795",599,"Missing",3,"spelling",0.045
"1796",599,"Missing",3,"reading",0.0301
"1797",599,"Missing",3,"math",-0.0241
"1798",600,"Missing",3,"spelling",0.045
"1799",600,"Missing",3,"reading",0.0459
"1800",600,"Missing",3,"math",-0.0241
"1801",601,"Missing",3,"spelling",0.045
"1802",601,"Missing",3,"reading",-0.0303
"1803",601,"Missing",3,"math",0.0169
"1804",602,"Missing",3,"spelling",0.045
"1805",602,"Missing",3,"reading",0.0483
"1806",602,"Missing",3,"math",0.0169
"1807",603,"Missing",3,"spelling",0.045
"1808",603,"Missing",3,"reading",0.0301
"1809",603,"Missing",3,"math",0.0169
"1810",604,"Missing",3,"spelling",0.045
"1811",604,"Missing",3,"reading",0.0459
"1812",604,"Missing",3,"math",0.0169
"1813",605,"Missing",3,"spelling",0.045
"1814",605,"Missing",3,"reading",-0.0303
"1815",605,"Missing",3,"math",0.0181
"1816",606,"Missing",3,"spelling",0.045
"1817",606,"Missing",3,"reading",0.0483
"1818",606,"Missing",3,"math",0.0181
"1819",607,"Missing",3,"spelling",0.045
"1820",607,"Missing",3,"reading",0.0301
"1821",607,"Missing",3,"math",0.0181
"1822",608,"Missing",3,"spelling",0.045
"1823",608,"Missing",3,"reading",0.0459
"1824",608,"Missing",3,"math",0.0181
"1825",609,"Missing",4,"spelling",-0.0115
"1826",609,"Missing",4,"reading",-0.0303
"1827",609,"Missing",4,"math",-0.018
"1828",610,"Missing",4,"spelling",-0.0115
"1829",610,"Missing",4,"reading",0.0483
"1830",610,"Missing",4,"math",-0.018
"1831",611,"Missing",4,"spelling",-0.0115
"1832",611,"Missing",4,"reading",0.0301
"1833",611,"Missing",4,"math",-0.018
"1834",612,"Missing",4,"spelling",-0.0115
"1835",612,"Missing",4,"reading",0.0459
"1836",612,"Missing",4,"math",-0.018
"1837",613,"Missing",4,"spelling",-0.0115
"1838",613,"Missing",4,"reading",-0.0303
"1839",613,"Missing",4,"math",-0.0241
"1840",614,"Missing",4,"spelling",-0.0115
"1841",614,"Missing",4,"reading",0.0483
"1842",614,"Missing",4,"math",-0.0241
"1843",615,"Missing",4,"spelling",-0.0115
"1844",615,"Missing",4,"reading",0.0301
"1845",615,"Missing",4,"math",-0.0241
"1846",616,"Missing",4,"spelling",-0.0115
"1847",616,"Missing",4,"reading",0.0459
"1848",616,"Missing",4,"math",-0.0241
"1849",617,"Missing",4,"spelling",-0.0115
"1850",617,"Missing",4,"reading",-0.0303
"1851",617,"Missing",4,"math",0.0169
"1852",618,"Missing",4,"spelling",-0.0115
"1853",618,"Missing",4,"reading",0.0483
"1854",618,"Missing",4,"math",0.0169
"1855",619,"Missing",4,"spelling",-0.0115
"1856",619,"Missing",4,"reading",0.0301
"1857",619,"Missing",4,"math",0.0169
"1858",620,"Missing",4,"spelling",-0.0115
"1859",620,"Missing",4,"reading",0.0459
"1860",620,"Missing",4,"math",0.0169
"1861",621,"Missing",4,"spelling",-0.0115
"1862",621,"Missing",4,"reading",-0.0303
"1863",621,"Missing",4,"math",0.0181
"1864",622,"Missing",4,"spelling",-0.0115
"1865",622,"Missing",4,"reading",0.0483
"1866",622,"Missing",4,"math",0.0181
"1867",623,"Missing",4,"spelling",-0.0115
"1868",623,"Missing",4,"reading",0.0301
"1869",623,"Missing",4,"math",0.0181
"1870",624,"Missing",4,"spelling",-0.0115
"1871",624,"Missing",4,"reading",0.0459
"1872",624,"Missing",4,"math",0.0181
"1873",625,"Missing",5,"spelling",0.068
"1874",625,"Missing",5,"reading",-0.0303
"1875",625,"Missing",5,"math",-0.018
"1876",626,"Missing",5,"spelling",0.068
"1877",626,"Missing",5,"reading",0.0483
"1878",626,"Missing",5,"math",-0.018
"1879",627,"Missing",5,"spelling",0.068
"1880",627,"Missing",5,"reading",0.0301
"1881",627,"Missing",5,"math",-0.018
"1882",628,"Missing",5,"spelling",0.068
"1883",628,"Missing",5,"reading",0.0459
"1884",628,"Missing",5,"math",-0.018
"1885",629,"Missing",5,"spelling",0.068
"1886",629,"Missing",5,"reading",-0.0303
"1887",629,"Missing",5,"math",-0.0241
"1888",630,"Missing",5,"spelling",0.068
"1889",630,"Missing",5,"reading",0.0483
"1890",630,"Missing",5,"math",-0.0241
"1891",631,"Missing",5,"spelling",0.068
"1892",631,"Missing",5,"reading",0.0301
"1893",631,"Missing",5,"math",-0.0241
"1894",632,"Missing",5,"spelling",0.068
"1895",632,"Missing",5,"reading",0.0459
"1896",632,"Missing",5,"math",-0.0241
"1897",633,"Missing",5,"spelling",0.068
"1898",633,"Missing",5,"reading",-0.0303
"1899",633,"Missing",5,"math",0.0169
"1900",634,"Missing",5,"spelling",0.068
"1901",634,"Missing",5,"reading",0.0483
"1902",634,"Missing",5,"math",0.0169
"1903",635,"Missing",5,"spelling",0.068
"1904",635,"Missing",5,"reading",0.0301
"1905",635,"Missing",5,"math",0.0169
"1906",636,"Missing",5,"spelling",0.068
"1907",636,"Missing",5,"reading",0.0459
"1908",636,"Missing",5,"math",0.0169
"1909",637,"Missing",5,"spelling",0.068
"1910",637,"Missing",5,"reading",-0.0303
"1911",637,"Missing",5,"math",0.0181
"1912",638,"Missing",5,"spelling",0.068
"1913",638,"Missing",5,"reading",0.0483
"1914",638,"Missing",5,"math",0.0181
"1915",639,"Missing",5,"spelling",0.068
"1916",639,"Missing",5,"reading",0.0301
"1917",639,"Missing",5,"math",0.0181
"1918",640,"Missing",5,"spelling",0.068
"1919",640,"Missing",5,"reading",0.0459
"1920",640,"Missing",5,"math",0.0181
"1921",641,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1922",641,"COVID-19 year * Parental education medium",2,"reading",-0.0321
"1923",641,"COVID-19 year * Parental education medium",2,"math",0.0428
"1924",642,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1925",642,"COVID-19 year * Parental education medium",2,"reading",-0.053
"1926",642,"COVID-19 year * Parental education medium",2,"math",0.0428
"1927",643,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1928",643,"COVID-19 year * Parental education medium",2,"reading",-0.056
"1929",643,"COVID-19 year * Parental education medium",2,"math",0.0428
"1930",644,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1931",644,"COVID-19 year * Parental education medium",2,"reading",-0.0416
"1932",644,"COVID-19 year * Parental education medium",2,"math",0.0428
"1933",645,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1934",645,"COVID-19 year * Parental education medium",2,"reading",-0.0321
"1935",645,"COVID-19 year * Parental education medium",2,"math",0.0626
"1936",646,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1937",646,"COVID-19 year * Parental education medium",2,"reading",-0.053
"1938",646,"COVID-19 year * Parental education medium",2,"math",0.0626
"1939",647,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1940",647,"COVID-19 year * Parental education medium",2,"reading",-0.056
"1941",647,"COVID-19 year * Parental education medium",2,"math",0.0626
"1942",648,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1943",648,"COVID-19 year * Parental education medium",2,"reading",-0.0416
"1944",648,"COVID-19 year * Parental education medium",2,"math",0.0626
"1945",649,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1946",649,"COVID-19 year * Parental education medium",2,"reading",-0.0321
"1947",649,"COVID-19 year * Parental education medium",2,"math",0.0339
"1948",650,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1949",650,"COVID-19 year * Parental education medium",2,"reading",-0.053
"1950",650,"COVID-19 year * Parental education medium",2,"math",0.0339
"1951",651,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1952",651,"COVID-19 year * Parental education medium",2,"reading",-0.056
"1953",651,"COVID-19 year * Parental education medium",2,"math",0.0339
"1954",652,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1955",652,"COVID-19 year * Parental education medium",2,"reading",-0.0416
"1956",652,"COVID-19 year * Parental education medium",2,"math",0.0339
"1957",653,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1958",653,"COVID-19 year * Parental education medium",2,"reading",-0.0321
"1959",653,"COVID-19 year * Parental education medium",2,"math",0.0162
"1960",654,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1961",654,"COVID-19 year * Parental education medium",2,"reading",-0.053
"1962",654,"COVID-19 year * Parental education medium",2,"math",0.0162
"1963",655,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1964",655,"COVID-19 year * Parental education medium",2,"reading",-0.056
"1965",655,"COVID-19 year * Parental education medium",2,"math",0.0162
"1966",656,"COVID-19 year * Parental education medium",2,"spelling",0.044
"1967",656,"COVID-19 year * Parental education medium",2,"reading",-0.0416
"1968",656,"COVID-19 year * Parental education medium",2,"math",0.0162
"1969",657,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1970",657,"COVID-19 year * Parental education medium",3,"reading",-0.0321
"1971",657,"COVID-19 year * Parental education medium",3,"math",0.0428
"1972",658,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1973",658,"COVID-19 year * Parental education medium",3,"reading",-0.053
"1974",658,"COVID-19 year * Parental education medium",3,"math",0.0428
"1975",659,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1976",659,"COVID-19 year * Parental education medium",3,"reading",-0.056
"1977",659,"COVID-19 year * Parental education medium",3,"math",0.0428
"1978",660,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1979",660,"COVID-19 year * Parental education medium",3,"reading",-0.0416
"1980",660,"COVID-19 year * Parental education medium",3,"math",0.0428
"1981",661,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1982",661,"COVID-19 year * Parental education medium",3,"reading",-0.0321
"1983",661,"COVID-19 year * Parental education medium",3,"math",0.0626
"1984",662,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1985",662,"COVID-19 year * Parental education medium",3,"reading",-0.053
"1986",662,"COVID-19 year * Parental education medium",3,"math",0.0626
"1987",663,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1988",663,"COVID-19 year * Parental education medium",3,"reading",-0.056
"1989",663,"COVID-19 year * Parental education medium",3,"math",0.0626
"1990",664,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1991",664,"COVID-19 year * Parental education medium",3,"reading",-0.0416
"1992",664,"COVID-19 year * Parental education medium",3,"math",0.0626
"1993",665,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1994",665,"COVID-19 year * Parental education medium",3,"reading",-0.0321
"1995",665,"COVID-19 year * Parental education medium",3,"math",0.0339
"1996",666,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"1997",666,"COVID-19 year * Parental education medium",3,"reading",-0.053
"1998",666,"COVID-19 year * Parental education medium",3,"math",0.0339
"1999",667,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"2000",667,"COVID-19 year * Parental education medium",3,"reading",-0.056
"2001",667,"COVID-19 year * Parental education medium",3,"math",0.0339
"2002",668,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"2003",668,"COVID-19 year * Parental education medium",3,"reading",-0.0416
"2004",668,"COVID-19 year * Parental education medium",3,"math",0.0339
"2005",669,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"2006",669,"COVID-19 year * Parental education medium",3,"reading",-0.0321
"2007",669,"COVID-19 year * Parental education medium",3,"math",0.0162
"2008",670,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"2009",670,"COVID-19 year * Parental education medium",3,"reading",-0.053
"2010",670,"COVID-19 year * Parental education medium",3,"math",0.0162
"2011",671,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"2012",671,"COVID-19 year * Parental education medium",3,"reading",-0.056
"2013",671,"COVID-19 year * Parental education medium",3,"math",0.0162
"2014",672,"COVID-19 year * Parental education medium",3,"spelling",-0.0248
"2015",672,"COVID-19 year * Parental education medium",3,"reading",-0.0416
"2016",672,"COVID-19 year * Parental education medium",3,"math",0.0162
"2017",673,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2018",673,"COVID-19 year * Parental education medium",4,"reading",-0.0321
"2019",673,"COVID-19 year * Parental education medium",4,"math",0.0428
"2020",674,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2021",674,"COVID-19 year * Parental education medium",4,"reading",-0.053
"2022",674,"COVID-19 year * Parental education medium",4,"math",0.0428
"2023",675,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2024",675,"COVID-19 year * Parental education medium",4,"reading",-0.056
"2025",675,"COVID-19 year * Parental education medium",4,"math",0.0428
"2026",676,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2027",676,"COVID-19 year * Parental education medium",4,"reading",-0.0416
"2028",676,"COVID-19 year * Parental education medium",4,"math",0.0428
"2029",677,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2030",677,"COVID-19 year * Parental education medium",4,"reading",-0.0321
"2031",677,"COVID-19 year * Parental education medium",4,"math",0.0626
"2032",678,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2033",678,"COVID-19 year * Parental education medium",4,"reading",-0.053
"2034",678,"COVID-19 year * Parental education medium",4,"math",0.0626
"2035",679,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2036",679,"COVID-19 year * Parental education medium",4,"reading",-0.056
"2037",679,"COVID-19 year * Parental education medium",4,"math",0.0626
"2038",680,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2039",680,"COVID-19 year * Parental education medium",4,"reading",-0.0416
"2040",680,"COVID-19 year * Parental education medium",4,"math",0.0626
"2041",681,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2042",681,"COVID-19 year * Parental education medium",4,"reading",-0.0321
"2043",681,"COVID-19 year * Parental education medium",4,"math",0.0339
"2044",682,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2045",682,"COVID-19 year * Parental education medium",4,"reading",-0.053
"2046",682,"COVID-19 year * Parental education medium",4,"math",0.0339
"2047",683,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2048",683,"COVID-19 year * Parental education medium",4,"reading",-0.056
"2049",683,"COVID-19 year * Parental education medium",4,"math",0.0339
"2050",684,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2051",684,"COVID-19 year * Parental education medium",4,"reading",-0.0416
"2052",684,"COVID-19 year * Parental education medium",4,"math",0.0339
"2053",685,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2054",685,"COVID-19 year * Parental education medium",4,"reading",-0.0321
"2055",685,"COVID-19 year * Parental education medium",4,"math",0.0162
"2056",686,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2057",686,"COVID-19 year * Parental education medium",4,"reading",-0.053
"2058",686,"COVID-19 year * Parental education medium",4,"math",0.0162
"2059",687,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2060",687,"COVID-19 year * Parental education medium",4,"reading",-0.056
"2061",687,"COVID-19 year * Parental education medium",4,"math",0.0162
"2062",688,"COVID-19 year * Parental education medium",4,"spelling",0.0286
"2063",688,"COVID-19 year * Parental education medium",4,"reading",-0.0416
"2064",688,"COVID-19 year * Parental education medium",4,"math",0.0162
"2065",689,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2066",689,"COVID-19 year * Parental education medium",5,"reading",-0.0321
"2067",689,"COVID-19 year * Parental education medium",5,"math",0.0428
"2068",690,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2069",690,"COVID-19 year * Parental education medium",5,"reading",-0.053
"2070",690,"COVID-19 year * Parental education medium",5,"math",0.0428
"2071",691,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2072",691,"COVID-19 year * Parental education medium",5,"reading",-0.056
"2073",691,"COVID-19 year * Parental education medium",5,"math",0.0428
"2074",692,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2075",692,"COVID-19 year * Parental education medium",5,"reading",-0.0416
"2076",692,"COVID-19 year * Parental education medium",5,"math",0.0428
"2077",693,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2078",693,"COVID-19 year * Parental education medium",5,"reading",-0.0321
"2079",693,"COVID-19 year * Parental education medium",5,"math",0.0626
"2080",694,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2081",694,"COVID-19 year * Parental education medium",5,"reading",-0.053
"2082",694,"COVID-19 year * Parental education medium",5,"math",0.0626
"2083",695,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2084",695,"COVID-19 year * Parental education medium",5,"reading",-0.056
"2085",695,"COVID-19 year * Parental education medium",5,"math",0.0626
"2086",696,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2087",696,"COVID-19 year * Parental education medium",5,"reading",-0.0416
"2088",696,"COVID-19 year * Parental education medium",5,"math",0.0626
"2089",697,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2090",697,"COVID-19 year * Parental education medium",5,"reading",-0.0321
"2091",697,"COVID-19 year * Parental education medium",5,"math",0.0339
"2092",698,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2093",698,"COVID-19 year * Parental education medium",5,"reading",-0.053
"2094",698,"COVID-19 year * Parental education medium",5,"math",0.0339
"2095",699,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2096",699,"COVID-19 year * Parental education medium",5,"reading",-0.056
"2097",699,"COVID-19 year * Parental education medium",5,"math",0.0339
"2098",700,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2099",700,"COVID-19 year * Parental education medium",5,"reading",-0.0416
"2100",700,"COVID-19 year * Parental education medium",5,"math",0.0339
"2101",701,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2102",701,"COVID-19 year * Parental education medium",5,"reading",-0.0321
"2103",701,"COVID-19 year * Parental education medium",5,"math",0.0162
"2104",702,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2105",702,"COVID-19 year * Parental education medium",5,"reading",-0.053
"2106",702,"COVID-19 year * Parental education medium",5,"math",0.0162
"2107",703,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2108",703,"COVID-19 year * Parental education medium",5,"reading",-0.056
"2109",703,"COVID-19 year * Parental education medium",5,"math",0.0162
"2110",704,"COVID-19 year * Parental education medium",5,"spelling",-0.0484
"2111",704,"COVID-19 year * Parental education medium",5,"reading",-0.0416
"2112",704,"COVID-19 year * Parental education medium",5,"math",0.0162
"2113",705,"COVID-19 year * Parental education high",2,"spelling",0.066
"2114",705,"COVID-19 year * Parental education high",2,"reading",0.0148
"2115",705,"COVID-19 year * Parental education high",2,"math",0.117
"2116",706,"COVID-19 year * Parental education high",2,"spelling",0.066
"2117",706,"COVID-19 year * Parental education high",2,"reading",-0.0253
"2118",706,"COVID-19 year * Parental education high",2,"math",0.117
"2119",707,"COVID-19 year * Parental education high",2,"spelling",0.066
"2120",707,"COVID-19 year * Parental education high",2,"reading",0.0025
"2121",707,"COVID-19 year * Parental education high",2,"math",0.117
"2122",708,"COVID-19 year * Parental education high",2,"spelling",0.066
"2123",708,"COVID-19 year * Parental education high",2,"reading",-0.0153
"2124",708,"COVID-19 year * Parental education high",2,"math",0.117
"2125",709,"COVID-19 year * Parental education high",2,"spelling",0.066
"2126",709,"COVID-19 year * Parental education high",2,"reading",0.0148
"2127",709,"COVID-19 year * Parental education high",2,"math",0.106
"2128",710,"COVID-19 year * Parental education high",2,"spelling",0.066
"2129",710,"COVID-19 year * Parental education high",2,"reading",-0.0253
"2130",710,"COVID-19 year * Parental education high",2,"math",0.106
"2131",711,"COVID-19 year * Parental education high",2,"spelling",0.066
"2132",711,"COVID-19 year * Parental education high",2,"reading",0.0025
"2133",711,"COVID-19 year * Parental education high",2,"math",0.106
"2134",712,"COVID-19 year * Parental education high",2,"spelling",0.066
"2135",712,"COVID-19 year * Parental education high",2,"reading",-0.0153
"2136",712,"COVID-19 year * Parental education high",2,"math",0.106
"2137",713,"COVID-19 year * Parental education high",2,"spelling",0.066
"2138",713,"COVID-19 year * Parental education high",2,"reading",0.0148
"2139",713,"COVID-19 year * Parental education high",2,"math",0.133
"2140",714,"COVID-19 year * Parental education high",2,"spelling",0.066
"2141",714,"COVID-19 year * Parental education high",2,"reading",-0.0253
"2142",714,"COVID-19 year * Parental education high",2,"math",0.133
"2143",715,"COVID-19 year * Parental education high",2,"spelling",0.066
"2144",715,"COVID-19 year * Parental education high",2,"reading",0.0025
"2145",715,"COVID-19 year * Parental education high",2,"math",0.133
"2146",716,"COVID-19 year * Parental education high",2,"spelling",0.066
"2147",716,"COVID-19 year * Parental education high",2,"reading",-0.0153
"2148",716,"COVID-19 year * Parental education high",2,"math",0.133
"2149",717,"COVID-19 year * Parental education high",2,"spelling",0.066
"2150",717,"COVID-19 year * Parental education high",2,"reading",0.0148
"2151",717,"COVID-19 year * Parental education high",2,"math",0.047
"2152",718,"COVID-19 year * Parental education high",2,"spelling",0.066
"2153",718,"COVID-19 year * Parental education high",2,"reading",-0.0253
"2154",718,"COVID-19 year * Parental education high",2,"math",0.047
"2155",719,"COVID-19 year * Parental education high",2,"spelling",0.066
